Name,FTM,3P%,3PA,TOV,PF,REB,3PM,FG%,FGA,OREB,FT%,FTA,FGM,DREB,PTS,MIN,+/-,AST,STL,BLK,Date,Game,1st Qtr H,2nd Qtr H,3rd Qtr H,4th Qtr H,1st Qtr A,2nd Qtr A,3rd Qtr A,4th Qtr A,Total H,Total A,Ref1,Ref2,Ref3,W/L,Home,Away,Fantasy Score,Season_Year
Tyrone Wallace,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,17-Oct-18,12,29,30,15,33,24,30,18,26,98,107,"Richardson""""","Phillips""""",Twardoski,DENVER,DEN,LAC,NA,2019
Dorian FinneySmith,2,40,5,0,2,3,2,57.1,7,0,100,2,4,3,12,30:20:00,-16,1,3,0,17-Oct-18,13,24,22,27,27,37,19,27,38,121,100,"Callahan""""","Wood""""",Scott,PHOENIX,DAL,PHX,27.5,2019
Luka Doncic,0,0,5,4,3,8,0,31.3,16,2,0,2,5,6,10,31:47:00,-18,4,0,0,17-Oct-18,13,24,22,27,27,37,19,27,38,121,100,"Callahan""""","Wood""""",Scott,PHOENIX,DAL,PHX,20,2019
DeAndre Jordan,1,0,0,0,5,12,0,55.6,9,4,100,1,5,8,11,30:30:00,-21,1,1,1,17-Oct-18,13,24,22,27,27,37,19,27,38,121,100,"Callahan""""","Wood""""",Scott,PHOENIX,DAL,PHX,29.5,2019
Wesley Matthews,5,28.6,7,2,0,2,2,40,10,1,83.3,6,4,1,15,34:21:00,-15,5,0,1,17-Oct-18,13,24,22,27,27,37,19,27,38,121,100,"Callahan""""","Wood""""",Scott,PHOENIX,DAL,PHX,24.5,2019
Dennis Smith,0,25,4,1,2,2,1,31.6,19,1,0,0,6,1,13,27:54:00,-19,5,0,3,17-Oct-18,13,24,22,27,27,37,19,27,38,121,100,"Callahan""""","Wood""""",Scott,PHOENIX,DAL,PHX,32.5,2019
Devin Harris,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,6:12,-2,1,0,0,17-Oct-18,13,24,22,27,27,37,19,27,38,121,100,"Callahan""""","Wood""""",Scott,PHOENIX,DAL,PHX,1.5,2019
JJ Barea,2,50,2,1,1,3,1,37.5,8,0,66.7,3,3,3,9,20:39,2,10,0,1,17-Oct-18,13,24,22,27,27,37,19,27,38,121,100,"Callahan""""","Wood""""",Scott,PHOENIX,DAL,PHX,29,2019
Maxi Kleber,0,100,2,1,1,2,2,100,3,0,0,0,3,2,8,16:45,-3,0,0,0,17-Oct-18,13,24,22,27,27,37,19,27,38,121,100,"Callahan""""","Wood""""",Scott,PHOENIX,DAL,PHX,13,2019
Ryan Broekhoff,0,33.3,3,0,0,0,1,33.3,3,0,0,0,1,0,3,3:59,-8,0,0,0,17-Oct-18,13,24,22,27,27,37,19,27,38,121,100,"Callahan""""","Wood""""",Scott,PHOENIX,DAL,PHX,5,2019
Dwight Powell,4,0,1,0,1,5,0,75,8,2,66.7,6,6,3,16,17:30,0,0,1,1,17-Oct-18,13,24,22,27,27,37,19,27,38,121,100,"Callahan""""","Wood""""",Scott,PHOENIX,DAL,PHX,23,2019
Jalen Brunson,0,33.3,3,0,1,1,1,33.3,3,0,0,0,1,1,3,19:07,-3,1,0,0,17-Oct-18,13,24,22,27,27,37,19,27,38,121,100,"Callahan""""","Wood""""",Scott,PHOENIX,DAL,PHX,7.5,2019
Ray Spalding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0:55,-2,0,0,0,17-Oct-18,13,24,22,27,27,37,19,27,38,121,100,"Callahan""""","Wood""""",Scott,PHOENIX,DAL,PHX,0,2019
Salah Mejri,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,17-Oct-18,13,24,22,27,27,37,19,27,38,121,100,"Callahan""""","Wood""""",Scott,PHOENIX,DAL,PHX,NA,2019
Trevor Ariza,2,55.6,9,0,2,8,5,58.3,12,0,100,2,7,8,21,37:01:00,25,7,0,1,17-Oct-18,13,24,22,27,27,37,19,27,38,121,100,"Callahan""""","Wood""""",Scott,PHOENIX,DAL,PHX,50.5,2019
Ryan Anderson,0,0,1,1,0,7,0,25,4,3,0,0,1,4,2,24:01:00,22,3,0,0,17-Oct-18,13,24,22,27,27,37,19,27,38,121,100,"Callahan""""","Wood""""",Scott,PHOENIX,DAL,PHX,12.5,2019
Deandre Ayton,2,0,0,0,2,10,0,72.7,11,1,100,2,8,9,18,36:29:00,17,6,1,1,17-Oct-18,13,24,22,27,27,37,19,27,38,121,100,"Callahan""""","Wood""""",Scott,PHOENIX,DAL,PHX,41,2019
Devin Booker,5,60,10,3,4,4,6,63.2,19,0,83.3,6,12,4,35,33:27:00,22,7,0,0,17-Oct-18,13,24,22,27,27,37,19,27,38,121,100,"Callahan""""","Wood""""",Scott,PHOENIX,DAL,PHX,53.5,2019
Isaiah Canaan,0,40,5,1,4,6,2,30,10,0,0,0,3,6,8,33:34:00,7,7,0,0,17-Oct-18,13,24,22,27,27,37,19,27,38,121,100,"Callahan""""","Wood""""",Scott,PHOENIX,DAL,PHX,27.5,2019
TJ Warren,4,75,4,3,3,1,3,41.7,12,1,100,4,5,0,17,23:45,-1,1,0,2,17-Oct-18,13,24,22,27,27,37,19,27,38,121,100,"Callahan""""","Wood""""",Scott,PHOENIX,DAL,PHX,24.5,2019
Josh Jackson,1,75,4,3,1,2,3,63.6,11,0,50,2,7,2,18,28:22:00,10,3,1,0,17-Oct-18,13,24,22,27,27,37,19,27,38,121,100,"Callahan""""","Wood""""",Scott,PHOENIX,DAL,PHX,29.5,2019
Tyson Chandler,0,0,0,0,4,5,0,0,0,0,0,0,0,5,0,11:31,4,0,0,1,17-Oct-18,13,24,22,27,27,37,19,27,38,121,100,"Callahan""""","Wood""""",Scott,PHOENIX,DAL,PHX,8,2019
Elie Okobo,0,0,1,0,2,0,0,50,2,0,0,0,1,0,2,7:31,1,1,0,0,17-Oct-18,13,24,22,27,27,37,19,27,38,121,100,"Callahan""""","Wood""""",Scott,PHOENIX,DAL,PHX,3.5,2019
Troy Daniels,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4:08,-2,0,0,0,17-Oct-18,13,24,22,27,27,37,19,27,38,121,100,"Callahan""""","Wood""""",Scott,PHOENIX,DAL,PHX,1,2019
Mikal Bridges,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0:12,0,0,0,0,17-Oct-18,13,24,22,27,27,37,19,27,38,121,100,"Callahan""""","Wood""""",Scott,PHOENIX,DAL,PHX,0,2019
Dragan Bender,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,17-Oct-18,13,24,22,27,27,37,19,27,38,121,100,"Callahan""""","Wood""""",Scott,PHOENIX,DAL,PHX,NA,2019
Richaun Holmes,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,17-Oct-18,13,24,22,27,27,37,19,27,38,121,100,"Callahan""""","Wood""""",Scott,PHOENIX,DAL,PHX,NA,2019
Justin Holiday,0,22.2,9,0,2,4,2,33.3,12,0,0,0,4,4,10,27:23:00,-29,1,0,0,18-Oct-18,14,41,17,18,32,38,27,37,25,127,108,"Mauer""""","Fraher""""",Buchert,PHILADELPHIA,CHI,PHI,19.5,2019
Bobby Portis,1,50,6,0,4,11,3,53.3,15,2,50,2,8,9,20,33:06:00,-3,2,1,1,18-Oct-18,14,41,17,18,32,38,27,37,25,127,108,"Mauer""""","Fraher""""",Buchert,PHILADELPHIA,CHI,PHI,45,2019
Wendell Carter,0,0,0,1,4,3,0,40,10,1,0,0,4,2,8,19:59,-18,3,1,0,18-Oct-18,14,41,17,18,32,38,27,37,25,127,108,"Mauer""""","Fraher""""",Buchert,PHILADELPHIA,CHI,PHI,17.5,2019
Zach LaVine,6,28.6,7,5,5,5,2,57.9,19,0,85.7,7,11,5,30,32:42:00,-10,3,3,0,18-Oct-18,14,41,17,18,32,38,27,37,25,127,108,"Mauer""""","Fraher""""",Buchert,PHILADELPHIA,CHI,PHI,41.5,2019
Cameron Payne,0,0,1,1,1,1,0,0,4,0,0,0,0,1,0,21:34,-18,5,0,1,18-Oct-18,14,41,17,18,32,38,27,37,25,127,108,"Mauer""""","Fraher""""",Buchert,PHILADELPHIA,CHI,PHI,10.5,2019
Antonio Blakeney,2,33.3,3,1,2,5,1,37.5,16,0,66.7,3,6,5,15,30:27:00,6,2,0,0,18-Oct-18,14,41,17,18,32,38,27,37,25,127,108,"Mauer""""","Fraher""""",Buchert,PHILADELPHIA,CHI,PHI,22,2019
Robin Lopez,0,0,0,2,2,1,0,25,4,1,0,0,1,0,2,17:43,-3,3,1,1,18-Oct-18,14,41,17,18,32,38,27,37,25,127,108,"Mauer""""","Fraher""""",Buchert,PHILADELPHIA,CHI,PHI,11.5,2019
Ryan Arcidiacono,0,66.7,3,0,0,4,2,75,4,0,0,0,3,4,8,28:15:00,-5,8,0,0,18-Oct-18,14,41,17,18,32,38,27,37,25,127,108,"Mauer""""","Fraher""""",Buchert,PHILADELPHIA,CHI,PHI,28,2019
Jabari Parker,0,25,4,2,3,5,1,43.8,16,1,0,0,7,4,15,25:13:00,-14,1,0,1,18-Oct-18,14,41,17,18,32,38,27,37,25,127,108,"Mauer""""","Fraher""""",Buchert,PHILADELPHIA,CHI,PHI,24.5,2019
Chandler Hutchison,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2:49,-1,0,0,0,18-Oct-18,14,41,17,18,32,38,27,37,25,127,108,"Mauer""""","Fraher""""",Buchert,PHILADELPHIA,CHI,PHI,0,2019
Tyler Ulis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0:50,0,0,0,0,18-Oct-18,14,41,17,18,32,38,27,37,25,127,108,"Mauer""""","Fraher""""",Buchert,PHILADELPHIA,CHI,PHI,0,2019
Rawle Alkins,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,18-Oct-18,14,41,17,18,32,38,27,37,25,127,108,"Mauer""""","Fraher""""",Buchert,PHILADELPHIA,CHI,PHI,NA,2019
Robert Covington,4,36.4,11,2,2,5,4,42.9,14,0,100,4,6,5,20,29:08:00,24,2,1,2,18-Oct-18,14,41,17,18,32,38,27,37,25,127,108,"Mauer""""","Fraher""""",Buchert,PHILADELPHIA,CHI,PHI,39,2019
Dario Saric,3,33.3,6,3,2,10,2,33.3,12,4,100,3,4,6,13,28:20:00,9,3,0,1,18-Oct-18,14,41,17,18,32,38,27,37,25,127,108,"Mauer""""","Fraher""""",Buchert,PHILADELPHIA,CHI,PHI,28.5,2019
Joel Embiid,12,0,3,2,4,12,0,64.3,14,1,85.7,14,9,11,30,32:51:00,26,3,4,1,18-Oct-18,14,41,17,18,32,38,27,37,25,127,108,"Mauer""""","Fraher""""",Buchert,PHILADELPHIA,CHI,PHI,47.5,2019
Markelle Fultz,1,33.3,3,1,2,4,1,33.3,15,3,50,2,5,1,12,32:08:00,5,5,0,2,18-Oct-18,14,41,17,18,32,38,27,37,25,127,108,"Mauer""""","Fraher""""",Buchert,PHILADELPHIA,CHI,PHI,29.5,2019
Ben Simmons,3,0,0,3,0,13,0,62.5,8,1,100,3,5,12,13,33:42:00,24,11,2,1,18-Oct-18,14,41,17,18,32,38,27,37,25,127,108,"Mauer""""","Fraher""""",Buchert,PHILADELPHIA,CHI,PHI,45.5,2019
TJ McConnell,2,0,0,0,0,0,0,100,1,0,100,2,1,0,4,4:52,-3,3,0,0,18-Oct-18,14,41,17,18,32,38,27,37,25,127,108,"Mauer""""","Fraher""""",Buchert,PHILADELPHIA,CHI,PHI,6.5,2019
JJ Redick,1,33.3,3,1,1,3,1,36.4,11,1,100,1,4,2,10,24:05:00,17,1,0,1,18-Oct-18,14,41,17,18,32,38,27,37,25,127,108,"Mauer""""","Fraher""""",Buchert,PHILADELPHIA,CHI,PHI,17.5,2019
Amir Johnson,1,0,1,1,4,3,0,66.7,9,1,100,1,6,2,13,15:09,-7,1,0,0,18-Oct-18,14,41,17,18,32,38,27,37,25,127,108,"Mauer""""","Fraher""""",Buchert,PHILADELPHIA,CHI,PHI,15.5,2019
Landry Shamet,0,57.1,7,0,1,4,4,57.1,7,0,0,0,4,4,12,29:11:00,1,1,1,2,18-Oct-18,14,41,17,18,32,38,27,37,25,127,108,"Mauer""""","Fraher""""",Buchert,PHILADELPHIA,CHI,PHI,34.5,2019
Furkan Korkmaz,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,7:45,-2,0,0,0,18-Oct-18,14,41,17,18,32,38,27,37,25,127,108,"Mauer""""","Fraher""""",Buchert,PHILADELPHIA,CHI,PHI,1,2019
Jonah Bolden,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2:49,1,0,0,0,18-Oct-18,14,41,17,18,32,38,27,37,25,127,108,"Mauer""""","Fraher""""",Buchert,PHILADELPHIA,CHI,PHI,0,2019
Demetrius Jackson,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,18-Oct-18,14,41,17,18,32,38,27,37,25,127,108,"Mauer""""","Fraher""""",Buchert,PHILADELPHIA,CHI,PHI,NA,2019
Shake Milton,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,18-Oct-18,14,41,17,18,32,38,27,37,25,127,108,"Mauer""""","Fraher""""",Buchert,PHILADELPHIA,CHI,PHI,NA,2019
Rodney McGruder,3,42.9,7,2,5,8,3,58.3,12,1,100,3,7,7,20,34:08:00,-1,6,1,0,18-Oct-18,15,24,34,27,28,25,34,30,23,112,113,"Ayotte""""","Wright""""",Smith,MIAMI,MIA,WAS,41,2019
Derrick Jones,6,50,2,0,5,5,1,50,10,4,66.7,9,5,1,17,23:51,-3,0,0,1,18-Oct-18,15,24,34,27,28,25,34,30,23,112,113,"Ayotte""""","Wright""""",Smith,MIAMI,MIA,WAS,21,2019
Hassan Whiteside,3,0,0,2,5,10,0,50,6,4,60,5,3,6,9,28:58:00,-4,0,1,0,18-Oct-18,15,24,34,27,28,25,34,30,23,112,113,"Ayotte""""","Wright""""",Smith,MIAMI,MIA,WAS,17,2019
Josh Richardson,7,45.5,11,2,1,4,5,38.1,21,2,87.5,8,8,2,28,38:25:00,0,5,1,1,18-Oct-18,15,24,34,27,28,25,34,30,23,112,113,"Ayotte""""","Wright""""",Smith,MIAMI,MIA,WAS,46.5,2019
Goran Dragic,1,16.7,6,3,3,6,1,16.7,18,3,100,1,3,3,8,31:14:00,0,8,1,1,18-Oct-18,15,24,34,27,28,25,34,30,23,112,113,"Ayotte""""","Wright""""",Smith,MIAMI,MIA,WAS,30,2019
Dwyane Wade,1,0,2,3,1,8,0,36.4,11,2,50,2,4,6,9,26:25:00,0,4,0,2,18-Oct-18,15,24,34,27,28,25,34,30,23,112,113,"Ayotte""""","Wright""""",Smith,MIAMI,MIA,WAS,25,2019
Bam Adebayo,2,0,0,3,2,9,0,25,4,3,50,4,1,6,4,17:08,4,0,0,0,18-Oct-18,15,24,34,27,28,25,34,30,23,112,113,"Ayotte""""","Wright""""",Smith,MIAMI,MIA,WAS,8,2019
Tyler Johnson,2,20,5,1,2,1,1,33.3,9,1,100,2,3,0,9,24:29:00,9,1,0,1,18-Oct-18,15,24,34,27,28,25,34,30,23,112,113,"Ayotte""""","Wright""""",Smith,MIAMI,MIA,WAS,13.5,2019
Kelly Olynyk,0,50,2,0,2,4,1,66.7,6,2,0,0,4,2,9,15:22,0,1,1,0,18-Oct-18,15,24,34,27,28,25,34,30,23,112,113,"Ayotte""""","Wright""""",Smith,MIAMI,MIA,WAS,19.5,2019
Wayne Ellington,NA,NA,NA,NA,NA,NA,NA,NA,INJURY/ILLNESS,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,18-Oct-18,15,24,34,27,28,25,34,30,23,112,113,"Ayotte""""","Wright""""",Smith,MIAMI,MIA,WAS,NA,2019
Udonis Haslem,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,18-Oct-18,15,24,34,27,28,25,34,30,23,112,113,"Ayotte""""","Wright""""",Smith,MIAMI,MIA,WAS,NA,2019
Yante Maten,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,18-Oct-18,15,24,34,27,28,25,34,30,23,112,113,"Ayotte""""","Wright""""",Smith,MIAMI,MIA,WAS,NA,2019
Duncan Robinson,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,18-Oct-18,15,24,34,27,28,25,34,30,23,112,113,"Ayotte""""","Wright""""",Smith,MIAMI,MIA,WAS,NA,2019
Otto Porter,3,0,0,0,1,11,0,42.9,7,2,75,4,3,9,9,33:37:00,1,0,3,3,18-Oct-18,15,24,34,27,28,25,34,30,23,112,113,"Ayotte""""","Wright""""",Smith,MIAMI,MIA,WAS,35,2019
Markieff Morris,3,66.7,3,3,4,5,2,37.5,8,0,75,4,3,5,11,24:50:00,-1,2,2,0,18-Oct-18,15,24,34,27,28,25,34,30,23,112,113,"Ayotte""""","Wright""""",Smith,MIAMI,MIA,WAS,23,2019
Ian Mahinmi,1,0,0,1,4,1,0,50,2,1,50,2,1,0,3,11:38,3,0,2,1,18-Oct-18,15,24,34,27,28,25,34,30,23,112,113,"Ayotte""""","Wright""""",Smith,MIAMI,MIA,WAS,11,2019
Bradley Beal,4,28.6,7,1,5,1,2,43.8,16,0,66.7,6,7,1,20,27:11:00,-6,2,0,1,18-Oct-18,15,24,34,27,28,25,34,30,23,112,113,"Ayotte""""","Wright""""",Smith,MIAMI,MIA,WAS,26,2019
John Wall,7,16.7,6,3,4,3,1,56.3,16,1,70,10,9,2,26,35:49:00,6,9,3,1,18-Oct-18,15,24,34,27,28,25,34,30,23,112,113,"Ayotte""""","Wright""""",Smith,MIAMI,MIA,WAS,46.5,2019
Kelly Oubre,5,0,3,1,1,6,0,25,8,2,83.3,6,2,4,9,20:15,-3,0,1,0,18-Oct-18,15,24,34,27,28,25,34,30,23,112,113,"Ayotte""""","Wright""""",Smith,MIAMI,MIA,WAS,12,2019
Austin Rivers,1,0,3,0,3,0,0,57.1,7,0,50,2,4,0,9,25:00:00,0,2,1,0,18-Oct-18,15,24,34,27,28,25,34,30,23,112,113,"Ayotte""""","Wright""""",Smith,MIAMI,MIA,WAS,14,2019
Jeff Green,3,50,4,2,3,4,2,50,12,1,100,3,6,3,17,32:30:00,0,1,2,1,18-Oct-18,15,24,34,27,28,25,34,30,23,112,113,"Ayotte""""","Wright""""",Smith,MIAMI,MIA,WAS,30.5,2019
Jason Smith,0,0,0,2,4,6,0,66.7,3,0,0,0,2,6,4,14:53,-5,0,0,0,18-Oct-18,15,24,34,27,28,25,34,30,23,112,113,"Ayotte""""","Wright""""",Smith,MIAMI,MIA,WAS,8,2019
Tomas Satoransky,2,0,0,1,2,3,0,50,2,0,100,2,1,3,4,14:06,0,3,1,0,18-Oct-18,15,24,34,27,28,25,34,30,23,112,113,"Ayotte""""","Wright""""",Smith,MIAMI,MIA,WAS,11.5,2019
Jordan McRae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0:12,0,0,0,0,18-Oct-18,15,24,34,27,28,25,34,30,23,112,113,"Ayotte""""","Wright""""",Smith,MIAMI,MIA,WAS,0,2019
Troy Brown,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,18-Oct-18,15,24,34,27,28,25,34,30,23,112,113,"Ayotte""""","Wright""""",Smith,MIAMI,MIA,WAS,NA,2019
Thomas Bryant,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,18-Oct-18,15,24,34,27,28,25,34,30,23,112,113,"Ayotte""""","Wright""""",Smith,MIAMI,MIA,WAS,NA,2019
Brandon Ingram,2,0,4,1,0,4,0,46.7,15,1,50,4,7,3,16,27:35:00,4,1,2,2,18-Oct-18,16,31,32,28,28,34,31,28,35,128,119,"Zarba""""","Forte""""",Petraitis,PORTLAND,LAL,POR,30.5,2019
LeBron James,8,0,4,6,3,12,0,56.3,16,2,88.9,9,9,10,26,37:20:00,-4,6,0,1,18-Oct-18,16,31,32,28,28,34,31,28,35,128,119,"Zarba""""","Forte""""",Petraitis,PORTLAND,LAL,POR,36,2019
JaVale McGee,3,0,0,0,3,8,0,83.3,6,3,75,4,5,5,13,21:35,-1,1,3,1,18-Oct-18,16,31,32,28,28,34,31,28,35,128,119,"Zarba""""","Forte""""",Petraitis,PORTLAND,LAL,POR,31.5,2019
Kentavious CaldwellPope,2,100,1,0,1,2,1,33.3,3,0,100,2,1,2,5,27:18:00,8,0,0,0,18-Oct-18,16,31,32,28,28,34,31,28,35,128,119,"Zarba""""","Forte""""",Petraitis,PORTLAND,LAL,POR,7,2019
Rajon Rondo,0,50,2,3,6,4,1,46.2,13,0,0,0,6,4,13,31:45:00,7,11,0,1,18-Oct-18,16,31,32,28,28,34,31,28,35,128,119,"Zarba""""","Forte""""",Petraitis,PORTLAND,LAL,POR,35.5,2019
Kyle Kuzma,4,14.3,7,1,3,5,1,33.3,15,0,80,5,5,5,15,28:54:00,-12,0,0,1,18-Oct-18,16,31,32,28,28,34,31,28,35,128,119,"Zarba""""","Forte""""",Petraitis,PORTLAND,LAL,POR,20,2019
Josh Hart,1,60,5,2,5,4,3,66.7,12,0,33.3,3,8,4,20,27:28:00,-13,1,2,3,18-Oct-18,16,31,32,28,28,34,31,28,35,128,119,"Zarba""""","Forte""""",Petraitis,PORTLAND,LAL,POR,43.5,2019
Lonzo Ball,2,25,4,1,3,4,1,28.6,7,2,100,2,2,2,7,19:28,-15,1,0,1,18-Oct-18,16,31,32,28,28,34,31,28,35,128,119,"Zarba""""","Forte""""",Petraitis,PORTLAND,LAL,POR,14.5,2019
Lance Stephenson,0,0,3,1,2,2,0,33.3,6,0,0,0,2,2,4,16:19,-15,2,0,0,18-Oct-18,16,31,32,28,28,34,31,28,35,128,119,"Zarba""""","Forte""""",Petraitis,PORTLAND,LAL,POR,8,2019
Michael Beasley,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2:18,-4,0,0,0,18-Oct-18,16,31,32,28,28,34,31,28,35,128,119,"Zarba""""","Forte""""",Petraitis,PORTLAND,LAL,POR,1,2019
Isaac Bonga,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,18-Oct-18,16,31,32,28,28,34,31,28,35,128,119,"Zarba""""","Forte""""",Petraitis,PORTLAND,LAL,POR,NA,2019
Svi Mykhailiuk,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,18-Oct-18,16,31,32,28,28,34,31,28,35,128,119,"Zarba""""","Forte""""",Petraitis,PORTLAND,LAL,POR,NA,2019
Ivica Zubac,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,18-Oct-18,16,31,32,28,28,34,31,28,35,128,119,"Zarba""""","Forte""""",Petraitis,PORTLAND,LAL,POR,NA,2019
Jake Layman,0,25,4,1,1,2,1,25,4,0,0,0,1,2,3,12:40,-3,0,0,1,18-Oct-18,16,31,32,28,28,34,31,28,35,128,119,"Zarba""""","Forte""""",Petraitis,PORTLAND,LAL,POR,9,2019
AlFarouq Aminu,3,0,6,1,3,6,0,10,10,0,75,4,1,6,5,26:58:00,1,0,0,1,18-Oct-18,16,31,32,28,28,34,31,28,35,128,119,"Zarba""""","Forte""""",Petraitis,PORTLAND,LAL,POR,10,2019
Jusuf Nurkic,2,0,1,2,4,9,0,50,14,6,100,2,7,3,16,17:11,-17,0,0,2,18-Oct-18,16,31,32,28,28,34,31,28,35,128,119,"Zarba""""","Forte""""",Petraitis,PORTLAND,LAL,POR,27,2019
CJ McCollum,6,50,6,2,4,5,3,35.3,17,1,100,6,6,4,21,31:01:00,-9,1,0,0,18-Oct-18,16,31,32,28,28,34,31,28,35,128,119,"Zarba""""","Forte""""",Petraitis,PORTLAND,LAL,POR,25.5,2019
Damian Lillard,8,28.6,7,3,0,6,2,42.9,21,1,100,8,9,5,28,35:24:00,-8,4,1,1,18-Oct-18,16,31,32,28,28,34,31,28,35,128,119,"Zarba""""","Forte""""",Petraitis,PORTLAND,LAL,POR,39,2019
Maurice Harkless,0,50,2,1,3,6,1,60,5,2,0,0,3,4,7,18:26,-4,2,3,0,18-Oct-18,16,31,32,28,28,34,31,28,35,128,119,"Zarba""""","Forte""""",Petraitis,PORTLAND,LAL,POR,26,2019
Evan Turner,3,0,0,3,2,3,0,62.5,8,1,75,4,5,2,13,21:13,17,6,0,2,18-Oct-18,16,31,32,28,28,34,31,28,35,128,119,"Zarba""""","Forte""""",Petraitis,PORTLAND,LAL,POR,25,2019
Zach Collins,0,0,1,1,5,6,0,75,4,1,0,0,3,5,6,26:19:00,24,2,6,0,18-Oct-18,16,31,32,28,28,34,31,28,35,128,119,"Zarba""""","Forte""""",Petraitis,PORTLAND,LAL,POR,32,2019
Seth Curry,0,50,2,1,2,5,1,33.3,6,1,0,0,2,4,5,15:34,18,0,0,0,18-Oct-18,16,31,32,28,28,34,31,28,35,128,119,"Zarba""""","Forte""""",Petraitis,PORTLAND,LAL,POR,11,2019
Meyers Leonard,0,0,0,1,1,4,0,0,0,1,0,0,0,3,0,8:02,8,4,0,1,18-Oct-18,16,31,32,28,28,34,31,28,35,128,119,"Zarba""""","Forte""""",Petraitis,PORTLAND,LAL,POR,12,2019
Nik Stauskas,5,62.5,8,0,1,2,5,63.6,11,0,100,5,7,2,24,27:12:00,18,2,0,1,18-Oct-18,16,31,32,28,28,34,31,28,35,128,119,"Zarba""""","Forte""""",Petraitis,PORTLAND,LAL,POR,37,2019
Wade Baldwin,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,18-Oct-18,16,31,32,28,28,34,31,28,35,128,119,"Zarba""""","Forte""""",Petraitis,PORTLAND,LAL,POR,NA,2019
Caleb Swanigan,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,18-Oct-18,16,31,32,28,28,34,31,28,35,128,119,"Zarba""""","Forte""""",Petraitis,PORTLAND,LAL,POR,NA,2019
